id,post_id,user_name,comment_text,comment_date,comment_time,barangay,incident_type,created_at
122113836501367137_1059975583410805,1110390105498978_122113836501367137,Unknown,Ala eh tulong naman po! Natabunan na ang daan rine sa Brgy. Leynes gawa ng landslide e di na kako makadaan ang mga rescuer at ambulansya!,2026-08-28,12:18:38,Leynes,landslide,2026-08-28T12:21:25.051023+00:00
122116085643367137_3968272776813513,1110390105498978_122116085643367137,Unknown,kumain na po kayo?,2026-09-11,03:44:14,Unknown,,2026-09-12T02:28:40.9035+00:00
122115019251367137_1415276740541182,1110390105498978_122115019251367137,Unknown,gutom n gutom n po kmi d2 sa health center wla p pong dumarating n relief truck.,2026-09-03,00:36:25,Unknown,,2026-09-03T00:40:16.225079+00:00
122115019251367137_3601201700040915,1110390105498978_122115019251367137,Unknown,UBOS N PAGKAIN NMIN D2 SA riles papuntang Sta. Maria ILANG FAMILIES PA WLANG NATANGGAP N RELIEF.,2026-09-02,08:12:46,Unknown,,2026-09-02T12:08:20.154033+00:00
122115019251367137_1622516702629520,1110390105498978_122115019251367137,Samson Jefferson,Bakit po wala parin rescue nag pm po ako,2026-09-03,00:58:09,Unknown,emergency,2026-09-03T02:54:42.095494+00:00
122115019251367137_1743353700199137,1110390105498978_122115019251367137,Unknown,"Ala eh natabunan ng lupa ang buong daan papuntang covered court, wala nang madadaanang sasakyan, Brgy Poblacion 1",2026-09-03,01:01:44,Unknown,,2026-09-03T02:54:41.909926+00:00
122115019251367137_1359025922667199,1110390105498978_122115019251367137,Unknown,"Salamat po sa relief goods kahapon, malaking tulong po ito para sa amin ng pamilya koo",2026-09-01,09:19:08,Unknown,emergency,2026-09-01T19:40:49.326349+00:00
122115019251367137_1804780567382129,1110390105498978_122115019251367137,Unknown,konti n lng tubig nmin sana may dagdag n malinis n inumin bago gumabi dito sa Brgy Poblacion 8,2026-09-11,04:35:58,Unknown,flood,2026-09-12T02:28:43.70672+00:00
122115019251367137_1730874104856774,1110390105498978_122115019251367137,Unknown,Tulong po wala na kameng pulutan dito,2026-09-02,05:12:52,Unknown,emergency,2026-09-02T05:13:40.265431+00:00
122115019251367137_3938797369761190,1110390105498978_122115019251367137,Unknown,"Padine po kayo, nanganganak na si manang dine sa amin, wala kaming sasakyan papuntang ospital",2026-09-03,01:01:58,Unknown,,2026-09-03T02:54:41.748458+00:00
122115019251367137_1540553174014933,1110390105498978_122115019251367137,Unknown,konti n lng tubig nmin sana may dagdag n malinis n inumin bago gumabi Brgy caloocan,2026-09-03,00:49:18,Caloocan,flood,2026-09-03T02:54:42.753884+00:00
122115019251367137_1880476043330815,1110390105498978_122115019251367137,Unknown,guys wla n signal d2 sa Poblacion 2 mahigit isang araw n simula nung bagyo kagabi,2026-09-11,04:35:10,Unknown,typhoon,2026-09-12T02:28:48.726433+00:00
122113836501367137_1344726604313028,1110390105498978_122113836501367137,Samson Jefferson,Ang tagal po ng rescue team nyo nilalamig naho kami may pm po ako,2026-09-03,00:59:00,Unknown,emergency,2026-09-03T02:54:52.47147+00:00
122113836501367137_4336992206561817,1110390105498978_122113836501367137,Unknown,"nagkaroon po ng landslide  dito sa Barangay Quiling, dalawang bahay po yung natabunan at may mga bata po sa loob ng bahay. Sana po makapunta agad kayo dito ASAP",2026-08-28,06:00:14,Quiling,landslide,2026-08-28T06:10:18.474139+00:00
122116085643367137_4423466894580563,1110390105498978_122116085643367137,Samson Jefferson,Nanganak ho pinsan ni kap si cha mileng dine sa pob 3 e wala naman hong ambulansya nadating kaninang kanina pa kami natawag sa inyo,2026-09-11,00:14:27,Unknown,,2026-09-11T00:18:29.572314+00:00
122115019251367137_3170808169789429,1110390105498978_122115019251367137,Unknown,"Pls help po, stranded na kami dito sa house malapit palengke ng Brgy Poblacion 7! kase high tide na",2026-09-06,12:13:19,Unknown,,2026-09-08T00:55:58.900178+00:00
122115019251367137_2062989681015324,1110390105498978_122115019251367137,Unknown,"We have had no electricity here since last night, and it also affected the barangay water pump, Brgy. Aya.",2026-09-06,06:19:47,Aya,,2026-09-06T09:35:53.32447+00:00
122115019251367137_1780712049921441,1110390105498978_122115019251367137,Unknown,Goodafternoon po kumain na kayo?,2026-09-08,06:04:16,Unknown,,2026-09-08T06:08:54.222396+00:00
122115019251367137_1572110871317238,1110390105498978_122115019251367137,Samson Jefferson,Patulong naman po nawawala aso namin baka po may makita kayong aso nalaglag po sya sa tulay sa aya pangalan nya po si brownie kulay black po,2026-09-04,14:00:45,Aya,emergency,2026-09-04T14:01:47.029742+00:00
122116085643367137_1768673567774998,1110390105498978_122116085643367137,Unknown,bumagsak bubong nmin gawa ng ashfall dito Brgy Tranca sana matulungan kming magpaayos at mag evacuate,2026-09-09,06:02:31,Tranca,evacuation,2026-09-09T12:08:37.822503+00:00
122115019251367137_1062585356382984,1110390105498978_122115019251367137,Unknown,hElP nMn pO!!! mEy nWwLa sA LuYaHaN!!! hNdI nA bUmAbAlIk!!!,2026-09-08,15:43:39,Unknown,,2026-09-08T15:48:21.617514+00:00
122115019251367137_2251815448996328,1110390105498978_122115019251367137,Unknown,Kailan po kaya titigil ang ulan?,2026-09-08,14:11:19,Aya,,2026-09-08T15:42:33.32425+00:00
122115019251367137_1834973130998190,1110390105498978_122115019251367137,Unknown,waaah help!!!! mEy nAaNoD sA iLoG sA qUiling!!!!! tulooong!!!!,2026-09-08,17:01:42,Quiling,,2026-09-09T02:04:40.906194+00:00
122115019251367137_1087089170494412,1110390105498978_122115019251367137,Unknown,"Thank you for yesterday's relief distribution, it was a huge help for our family here.",2026-09-06,12:14:15,Unknown,,2026-09-08T00:55:58.754647+00:00
122115019251367137_1545717880194007,1110390105498978_122115019251367137,Unknown,"Gano po kalayo pa ang rescue boat, dine kami sa may boundary ng sampaloc",2026-09-06,12:15:34,Sampaloc,emergency,2026-09-08T00:55:58.619553+00:00
122115019251367137_1600403221438816,1110390105498978_122115019251367137,Unknown,"Bumagsak po yung malaking puno sa kalsada dito sa San Guillermo, naka harang po sa daan at wala pong makalusot ngayong mga sasakyan",2026-09-06,09:28:21,San Guillermo,,2026-09-06T09:35:53.000107+00:00
122115019251367137_28213924828246862,1110390105498978_122115019251367137,Unknown,alam nyo po ba kung saang tindahan dito sa leynes may tindang alak at pulutan?,2026-09-06,07:45:06,Leynes,,2026-09-06T09:35:53.161049+00:00
122115019251367137_1089553210236836,1110390105498978_122115019251367137,Unknown,kelan po b susunod n weather update para samin d2 sa Brgy Quiling,2026-09-06,05:50:15,Quiling,,2026-09-06T09:35:53.491824+00:00
122115019251367137_972912685814281,1110390105498978_122115019251367137,Unknown,"The bridge going to Miranda has partially collapsed due to strong currents, and vehicles can no longer pass.",2026-09-06,05:49:27,Miranda,,2026-09-06T09:35:53.653828+00:00
122115019251367137_2881183472237153,1110390105498978_122115019251367137,Unknown,"May ashfall na naman dito sa Leynes galing Taal, makapal na ang abo sa mga bubong namin.",2026-09-05,08:11:19,Leynes,,2026-09-06T09:35:53.812648+00:00
122115019251367137_1745471220034605,1110390105498978_122115019251367137,Unknown,Maganda umaga po kumain na kayo?,2026-09-08,00:49:34,Unknown,,2026-09-08T00:55:58.088364+00:00
122115019251367137_4478583875726567,1110390105498978_122115019251367137,Unknown,MAY MALAKING BITAK SA LUPA MALAPIT SA tulay papuntang Sampaloc NATATAKOT KMI BAKA LUMALA PA BRGY San Guillermo,2026-09-08,11:25:55,San Guillermo,,2026-09-08T12:30:15.009765+00:00
122115019251367137_1052306007620467,1110390105498978_122115019251367137,Unknown,proud ako sa mga kabataan ng Brgy Poblacion 4 tumulong mag pack ng relief goods kagabi 💪,2026-09-06,12:16:02,Unknown,,2026-09-08T00:55:58.250882+00:00
122115019251367137_1790459721978103,1110390105498978_122115019251367137,Unknown,2long poh may mga rEsiDent po na sTuck nA sa taas nG bahAy nIiA ditO sa BaRangay tranca,2026-09-04,00:35:41,Tranca,flood,2026-09-04T00:42:47.677597+00:00
122116085643367137_28499738379664693,1110390105498978_122116085643367137,Unknown,Stay safe po sa lahat,2026-09-12,04:25:36,Unknown,,2026-09-12T04:30:23.266869+00:00
122115019251367137_28098218626527402,1110390105498978_122115019251367137,Unknown,saan po kaya mayroong malapit na evacuation center dito sa Tumaway?,2026-09-08,15:35:17,Tumaway,evacuation,2026-09-08T15:42:33.141915+00:00
122115019251367137_1052460570903088,1110390105498978_122115019251367137,Unknown,sana lagi n lng ganito kabilis response nyo salamat MDRRMO Talisay 🙏🙏,2026-09-03,00:53:26,Unknown,,2026-09-03T02:54:42.418666+00:00
122115019251367137_2666967140364765,1110390105498978_122115019251367137,Unknown,"yung mga kapitbahay ko po dito sa Cawit hindi na makaalis gawa ng baha, hindi pa din dumadating ang tulong",2026-09-06,07:44:04,Unknown,emergency,2026-09-06T09:35:57.274566+00:00
122116085643367137_2145243196341620,1110390105498978_122116085643367137,Unknown,magkano po presyo ng baboy ngayon?,2026-09-11,02:57:49,Unknown,,2026-09-11T03:00:19.80216+00:00
122115019251367137_1395263846084114,1110390105498978_122115019251367137,Unknown,"Napalibutan na po ng tubig ang aming bahay sa Tranca, kailangan na po namen ng bangka para makalikas.",2026-09-05,04:29:27,Tranca,flood,2026-09-06T09:35:53.9708+00:00
122113836501367137_1284125647045610,1110390105498978_122113836501367137,Unknown,"Ala eh dine nga e natabunan ng lupa ang buong daan papuntang covered court, wala nang makadaang sasakyan",2026-08-24,13:17:01,Unknown,,2026-08-24T13:21:15.961665+00:00
122116085643367137_1433078016544866,1110390105498978_122116085643367137,Unknown,When can we expect the water line near Tumaway barangay hall to be repaired?,2026-09-09,06:23:58,Tumaway,,2026-09-09T12:08:38.194803+00:00
122115019251367137_37991942987118179,1110390105498978_122115019251367137,Unknown,"May himatayin pong lola dito sa evacuation center malapit sa boundary ng Leynes, mukhang stroke po, need ng medic ngayon din.",2026-09-03,00:56:30,Leynes,evacuation,2026-09-03T02:54:42.255662+00:00
122115019251367137_1950724575623182,1110390105498978_122115019251367137,Unknown,tulong po nagka landslide po dito sa barangay tranca at madaming bahay ang natabunan at meron din pong mga tao sa loob ng mga bahay na natabunan kailangan po  namin ng tulong para mahukay sila,2026-09-04,13:50:14,Tranca,landslide,2026-09-04T14:01:47.194367+00:00
122115019251367137_1092281603363402,1110390105498978_122115019251367137,Samson Jefferson,hellow pows klangans pows nmins ngs 2long tga pob dos lang kmi boss amo,2026-09-04,02:33:57,Unknown,,2026-09-04T12:53:24.108825+00:00
122115019251367137_1380347560419818,1110390105498978_122115019251367137,Unknown,Paano ho kaya makakapag-abot ng tulog sa mga affected families?,2026-09-08,09:59:35,Aya,,2026-09-08T12:30:15.39328+00:00
122115019251367137_928967350282644,1110390105498978_122115019251367137,Unknown,need po formula milk agad wla po kming stock d2 sa center Brgy Tranca,2026-09-09,06:26:59,Tranca,,2026-09-09T12:08:41.530539+00:00
122115019251367137_1593265532500602,1110390105498978_122115019251367137,Unknown,tUlOnG!!! mEy sUgAtAn dItO sA sAntA mAriA!!! mArAmNg dUgO!!! kLnGn nG aMbUlNsYa!!!,2026-09-09,01:57:53,Santa Maria,casualty,2026-09-09T02:04:40.753687+00:00
122115019251367137_1600421208146152,1110390105498978_122115019251367137,Unknown,"Paano po mag-request ng dagdag na pagkain para sa mga bata dito sa center, malapit sa Taal Lake shoreline ng Brgy Caloocan",2026-09-08,11:26:27,Caloocan,,2026-09-08T12:30:14.633278+00:00
122115019251367137_1105323778668624,1110390105498978_122115019251367137,Unknown,"Nasira po ang tulay malapit sa covered court, hindi na po makadaan ang mga sasakyan",2026-09-03,00:58:10,Unknown,,2026-09-03T02:54:44.069931+00:00
122113836501367137_1566076241558323,1110390105498978_122113836501367137,Unknown,"magandang gabi po, gusto ko lang pong ipaalam sa inyo na may tumumbang poste dito sa Banga malapit sa tindahan ni aling Nena, wala naman pong nasaktan baka lang po may sumalpok na sasakyan gawa ng nakaharang po sa kalsada eh",2026-08-25,12:25:01,Banga,,2026-08-25T12:27:05.20877+00:00
122116085643367137_2054089061877491,1110390105498978_122116085643367137,Unknown,saan po kaya may sabongan dito sa San Guillermo,2026-09-11,02:52:21,San Guillermo,,2026-09-11T03:00:19.969596+00:00
122116085643367137_1514360867387310,1110390105498978_122116085643367137,Samson Jefferson,Puro sardinas natatanggap namin dine sa baranggay balas anu ba naman yan,2026-09-12,03:52:03,Balas,,2026-09-12T04:30:30.169629+00:00
122115019251367137_1066030649371532,1110390105498978_122115019251367137,Unknown,hi po ask ko lng kung san po pwd magdonate ng relief goods para sa Brgy San Guillermo,2026-09-09,06:12:01,San Guillermo,,2026-09-09T12:08:41.709862+00:00
122116085643367137_1091394620014322,1110390105498978_122116085643367137,Unknown,wLa nA kMiNg pGkIn dItO sA tUmAwAy!!! 2 dYs nA!!!,2026-09-09,14:55:53,Tumaway,,2026-09-09T15:01:13.919195+00:00
122116085643367137_2335971943864387,1110390105498978_122116085643367137,Samson Jefferson,Grabe wala kami madaanan papuntang bayan,2026-09-11,03:01:09,Aya,,2026-09-11T03:06:09.303754+00:00
122116085643367137_2350032742201907,1110390105498978_122116085643367137,Unknown,walang relief goods busseng?! BUSSENG?,2026-09-09,12:34:50,Unknown,,2026-09-09T12:40:12.226924+00:00
